cms_certification_number_ccn,provider_name,provider_address,city_town,state,zip_code,telephone_number,provider_ssa_county_code,county_parish,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,chain_name,chain_id,number_of_facilities_in_chain,chain_average_overall_5_star_rating,chain_average_health_inspection_rating,chain_average_staffing_rating,chain_average_qm_rating,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,long_stay_qm_rating,long_stay_qm_rating_footnote,short_stay_qm_rating,short_stay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,nursing_case_mix_index,nursing_case_mix_index_ratio,case_mix_nurse_aide_staffing_hours_per_resident_per_day,case_mix_lpn_staffing_hours_per_resident_per_day,case_mix_rn_staffing_hours_per_resident_per_day,case_mix_total_nurse_staffing_hours_per_resident_per_day,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_3_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_3_number_of_complaint_health_deficiencies,rating_cycle_2_3_health_deficiency_score,rating_cycle_2_3_number_of_health_revisits,rating_cycle_2_3_health_revisit_score,rating_cycle_2_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,latitude,longitude,geocoding_footnote,processing_date
505318,LIFE CARE CENTER OF SKAGIT VALLEY,1462 WEST STATE ROUTE 20,SEDRO WOOLLEY,WA,98284,3608566869,280,Skagit,For profit - Limited Liability company,150,66.4,NA,Medicare and Medicaid,N,"SKAGIT VALLEY OPERATIONS, LLC",1988-05-01,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,4,NA,2,NA,4,NA,NA,NA,2.29484,0.89242,0.93676,1.82917,4.12401,3.68576,0.69112,0.08061,42.4,NA,45.5,NA,0,NA,1.3644,0.98764,2.27461,0.85743,0.66936,3.80139,3.36192,2.31082,0.89863,0.94328,4.15274,3.71144,2024-09-13,21,19,2,128,1,0,128,2023-08-22,46,36,10,308,1,0,308,173,4,13,0,2,64418.25,0,2,"1462 WEST STATE ROUTE 20,SEDRO WOOLLEY,WA,98284",48.503,-122.25,NA,2025-07-01
505319,ALDERWOOD POST ACUTE & REHABILITATION,3701 188TH STREET SOUTHWEST,LYNNWOOD,WA,98037,4257759222,300,Snohomish,For profit - Limited Liability company,113,101.9,NA,Medicare and Medicaid,N,LYNNWOOD SNF OPERATIONS LLC,1988-05-04,HILL VALLEY HEALTHCARE,270,40,2.3,2.1,1.8,3.9,N,SFF Candidate,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,5,NA,3,NA,NA,NA,2.17916,0.83367,0.7073,1.54098,3.72014,3.35746,0.54604,0.08872,65.4,NA,52.4,NA,0,NA,1.3383,0.96875,2.2311,0.84103000000000006,0.65655,3.72868,3.29761,2.23713,0.85585,0.72612,3.81911,3.44679,2024-11-15,42,35,7,304,1,0,304,2023-12-14,53,32,25,576,1,0,576,372,7,16,0,3,261767.5,0,3,"3701 188TH STREET SOUTHWEST,LYNNWOOD,WA,98037",47.8282,-122.28,NA,2025-07-01
505320,COLUMBIA CREST CENTER,1100 EAST NELSON ROAD,MOSES LAKE,WA,98837,5097656788,120,Grant,For profit - Limited Liability company,111,50.5,NA,Medicare and Medicaid,N,SUNBRIDGE HEALTHCARE LLC,1988-09-21,GENESIS HEALTHCARE,237,215,2.3,2.3,2.5,3.2,N,SFF Candidate,Y,N,N,Resident,Yes,1,NA,1,NA,4,NA,4,NA,5,NA,4,NA,NA,NA,2.26337,0.74968,0.86244,1.61212,3.87549,3.40024,0.48086,0.01906,53.7,NA,41.7,NA,1,NA,1.33711,0.96788,2.22911,0.84027,0.65597,3.72535,3.29467,2.32566,0.77031,0.88618,3.98215,3.49382,2024-11-19,31,26,6,337,2,169,506,2023-10-18,28,21,7,240,1,0,240,439.5,3,12,0,4,215146.75,1,5,"1100 EAST NELSON ROAD,MOSES LAKE,WA,98837",47.1165,-119.26,NA,2025-07-01
505322,SPOKANE HEALTH & REHABILITATION,NORTH 6025 ASSEMBLY,SPOKANE,WA,99205,5093268282,310,Spokane,For profit - Limited Liability company,125,108.3,NA,Medicare and Medicaid,N,WINSTON SNF OPERATIONS LLC,1988-10-19,HILL VALLEY HEALTHCARE,270,40,2.3,2.1,1.8,3.9,N,SFF Candidate,Y,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,4,NA,2,NA,NA,NA,2.16224,0.80358,0.62184,1.42541,3.58766,3.54611,0.59428,0.10854,74.8,NA,61.1,NA,0,NA,1.41271,1.02261,2.35515,0.88779,0.69306,3.936,3.48096,2.10284,0.7815,0.60476,3.4891,3.4487,2025-04-24,57,33,28,591,1,0,591,2024-01-19,34,14,34,248,1,0,248,505.25,38,40,4,6,290397,1,7,"NORTH 6025 ASSEMBLY,SPOKANE,WA,99205",47.7074,-117.41,NA,2025-07-01
505324,LIFE CARE CENTER OF PUYALLUP,511 10TH AVENUE SOUTHEAST,PUYALLUP,WA,98372,2538457566,260,Pierce,For profit - Limited Liability company,102,89.2,NA,Medicare and Medicaid,N,"VALLEY TERRACE OPERATIONS, LLC",1989-01-01,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,NA,NA,2.59264,0.72343,0.78874,1.51216,4.10481,3.50775,0.56986,0.01777,32,NA,31.3,NA,0,NA,1.43752,1.04057,2.3965,0.90337,0.70523,4.0051,3.54208,2.47792,0.69142,0.75383,3.92317,3.35253,2025-02-27,9,8,1,32,1,0,32,2024-01-09,21,7,14,156,1,0,156,63,6,8,2,3,65281.25,0,3,"511 10TH AVENUE SOUTHEAST,PUYALLUP,WA,98372",47.1827,-122.29,NA,2025-07-01
505325,BAINBRIDGE ISLAND HEALTH & REHAB CENTER,835 MADISON AVENUE NORTH,BAINBRIDGE ISLAND,WA,98110,2068424765,170,Kitsap,For profit - Limited Liability company,58,40.5,NA,Medicare and Medicaid,N,EAGLE HARBOR HEALTHCARE LLC,1988-12-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,NA,NA,2.24135,0.31494,1.44789,1.76283,4.00417,3.36068,1.05997,0.0445,33.3,NA,22.2,NA,2,NA,1.44119,1.04322,2.40262,0.90568,0.70703,4.01533,3.55112,2.13671,0.30024,1.38029,3.81723,3.20378,2024-09-13,4,4,0,20,1,0,20,2023-09-29,10,9,1,60,1,0,60,30,1,1,NA,1,7442.5,0,1,"835 MADISON AVENUE NORTH,BAINBRIDGE ISLAND,WA,98110",47.6316,-122.52,NA,2025-07-01
505326,HEARTWOOD EXTENDED HEALTHCARE,1649 EAST 72ND,TACOMA,WA,98404,2534729027,260,Pierce,For profit - Individual,120,89.6,NA,Medicare and Medicaid,N,HEARTWOOD OPERATOR LLC,1988-07-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Both,Yes,1,NA,1,NA,2,NA,3,NA,1,NA,2,NA,NA,NA,2.35491,1.04198,0.57296,1.61494,3.96985,3.5392,0.48957,0.04018,59.5,NA,76.2,NA,1,NA,1.42037,1.02815,2.36791,0.8926,0.69681,3.95731,3.49982,2.27788,1.0079,0.55422,3.84,3.42344,2025-02-13,22,20,3,84,1,0,84,2024-04-12,45,23,23,360,2,180,540,198,9,19,NA,4,355150.25,1,5,"1649 EAST 72ND,TACOMA,WA,98404",47.1917,-122.41,NA,2025-07-01
505327,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,1000 5TH AVENUE SOUTH,SEQUIM,WA,98382,3605823900,040,Clallam,For profit - Corporation,90,77.8,NA,Medicare and Medicaid,N,SEQUIM REHABILITATION LLC,1989-01-27,AVAMERE,58,33,2.6,2.4,3.6,3.5,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,4,NA,3,NA,5,NA,3,NA,NA,NA,2.60789,0.76192,0.99885,1.76077,4.36867,3.74661,0.66616,0.07044,43.7,NA,48,NA,2,NA,1.6114,1.16644,2.68639,1.01265,0.79053,4.48957,3.97054,2.22353,0.64963,0.85164,3.72479,3.19442,2024-10-01,25,21,10,148,1,0,148,2023-08-11,17,7,10,120,1,0,120,141,11,15,1,2,27517.75,0,2,"1000 5TH AVENUE SOUTH,SEQUIM,WA,98382",48.0724,-123.11,NA,2025-07-01
505329,BUENA VISTA HEALTHCARE,151 BUENA VISTA DRIVE,COLVILLE,WA,99114,5096844539,320,Stevens,For profit - Limited Liability company,40,34.3,NA,Medicare and Medicaid,N,"BUENA VISTA SNF OPERATIONS, LLC",1989-04-12,EMPRES OPERATED BY EVERGREEN,665,39,2.5,2.4,3.3,3.1,Y,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,NA,NA,2.56357,0.75768,0.82684,1.58452,4.14809,3.60871,0.6427,0,37.2,NA,37.5,NA,0,NA,1.28625,0.93107,2.14432,0.80831,0.63101,3.58364,3.16934,2.73828,0.80932,0.88319,4.43079,3.85465,2025-02-14,6,6,0,28,1,0,28,2024-04-12,11,11,0,100,1,0,100,46,0,0,0,1,13104,0,1,"151 BUENA VISTA DRIVE,COLVILLE,WA,99114",48.5614,-117.92,NA,2025-07-01
505331,BROOKFIELD HEALTH AND REHAB OF CASCADIA,510 NORTH PARKWAY,BATTLE GROUND,WA,98604,3606875141,050,Clark,For profit - Limited Liability company,83,54.4,NA,Medicare and Medicaid,N,BATTLEGROUND OF CASCADIA LLC,1989-03-09,CASCADIA HEALTHCARE,118,44,3.1,2.9,2.9,4,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,3,NA,2,NA,3,NA,3,NA,NA,NA,2.39147,1.01377,0.91074,1.92451,4.31597,3.55173,0.56351,0.16205,58,NA,54.5,NA,0,NA,1.5800399999999999,1.14373,2.63409,0.99294,0.77514,4.40218,3.89325,2.07948,0.88151,0.79193,3.75292,3.08838,2025-05-07,13,11,2,76,0,0,76,2024-07-11,14,4,11,128,1,0,128,89,3,5,0,0,0,0,0,"510 NORTH PARKWAY,BATTLE GROUND,WA,98604",45.785,-122.54,NA,2025-07-01
505334,LIFE CARE CENTER OF KIRKLAND,10101 NORTHEAST 120TH STREET,KIRKLAND,WA,98034,4258232323,160,King,For profit - Limited Liability company,190,96.3,NA,Medicare and Medicaid,N,"LAKE VUE OPERATIONS, LLC",1989-05-01,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,4,NA,5,NA,3,NA,NA,NA,2.09088,0.69543,0.87923,1.57466,3.66554,3.06001,0.63939,0.06149,56.7,NA,52,NA,1,NA,1.45312,1.05186,2.42251,0.91318,0.71288,4.04858,3.58053,1.9769,0.65752,0.8313,3.46572,2.8932,2024-09-06,24,17,10,116,1,0,116,2023-05-04,19,9,13,140,1,0,140,122,9,10,0,2,103155,0,2,"10101 NORTHEAST 120TH STREET,KIRKLAND,WA,98034",47.7076,-122.21,NA,2025-07-01
505338,"SNOHOMISH OF CASCADIA, LLC",800 10TH STREET,SNOHOMISH,WA,98290,3605683161,300,Snohomish,For profit - Limited Liability company,91,70,NA,Medicare and Medicaid,N,"SNOHOMISH OF CASCADIA, LLC",1989-07-01,CASCADIA HEALTHCARE,118,44,3.1,2.9,2.9,4,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,4,NA,4,NA,3,NA,3,NA,NA,NA,2.41474,0.6752,1.16535,1.84056,4.25529,3.43799,0.7404,0.06933,74,NA,78.6,NA,2,NA,1.38977,1.00601,2.31691,0.87337,0.6818,3.87208,3.42444,2.38717,0.66749,1.15205,4.20671,3.39874,2025-03-31,9,8,1,48,1,0,48,2024-02-09,37,15,22,336,1,0,336,120,8,18,0,3,190560.5,2,5,"800 10TH STREET,SNOHOMISH,WA,98290",47.9241,-122.09,NA,2025-07-01
505339,NORTH BEND POST ACUTE,219 CEDAR AVENUE SOUTH,NORTH BEND,WA,98045,4258882129,160,King,For profit - Limited Liability company,64,58.5,NA,Medicare and Medicaid,N,MIDDLES HOLDINGS LLC,1989-10-01,NA,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,4,NA,1,NA,1,24,NA,NA,2.20876,1.0103,0.21252,1.22281,3.43157,3.20662,0.11799,0.03974,57.4,NA,62.5,NA,2,NA,1.22178,0.8844,2.03684,0.7678,0.59939,3.40403,3.01049,2.48378,1.13609,0.23898,3.85885,3.60588,2025-03-05,19,18,2,132,1,0,132,2023-12-12,55,34,23,536,1,0,536,233,14,11,NA,4,235492.79,1,5,"219 CEDAR AVENUE SOUTH,NORTH BEND,WA,98045",47.4936,-121.79,NA,2025-07-01
505341,BRIDGE CREST POST ACUTE,5220 NORTHEAST HAZEL DELL AVENUE,VANCOUVER,WA,98663,3606931474,050,Clark,For profit - Limited Liability company,89,73.4,NA,Medicare and Medicaid,N,BRIDGE CREST SNF HEALTHCARE LLC,1989-06-02,PACS GROUP,690,207,2.8,2.5,2.3,4.2,N,NA,N,N,Y,Resident,Yes,2,NA,2,NA,2,NA,1,NA,3,NA,4,NA,NA,NA,2.34277,1.07574,0.58993,1.66568,4.00845,3.35595,0.22295,0.14221,58.9,NA,42.9,NA,1,NA,1.13012,0.81805,1.88404,0.7102,0.55442,3.14866,2.78464,2.84815,1.3078,0.71719,4.87314,4.07988,2024-10-11,21,18,3,148,1,0,148,2023-11-14,13,10,4,213,1,0,213,164.25,4,9,NA,3,119519.5,0,3,"5220 NORTHEAST HAZEL DELL AVENUE,VANCOUVER,WA,98663",45.6598,-122.67,NA,2025-07-01
505344,CANTERBURY HOUSE,502 29TH STREET SOUTHEAST,AUBURN,WA,98002,2539390090,160,King,For profit - Limited Liability company,100,76.5,NA,Medicare and Medicaid,N,CANTERBURY SNF OPERATIONS LLC,1989-08-17,EMPRES OPERATED BY EVERGREEN,665,39,2.5,2.4,3.3,3.1,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,5,NA,2,NA,3,NA,NA,NA,2.44642,0.96622,0.69595,1.66216,4.10858,3.68105,0.48088,0,53.8,NA,41.2,NA,0,NA,1.45202,1.05106,2.42068,0.91249,0.71234,4.04551,3.57781,2.31481,0.91424,0.65851,3.88755,3.48302,2024-10-04,34,29,8,220,1,0,220,2023-08-09,14,6,8,144,1,0,144,201,13,14,NA,4,138147.75,0,4,"502 29TH STREET SOUTHEAST,AUBURN,WA,98002",47.2828,-122.22,NA,2025-07-01
505346,CHENEY CARE CENTER,2219 NORTH 6TH STREET,CHENEY,WA,99004,5092356196,310,Spokane,Non profit - Other,54,43,NA,Medicare and Medicaid,N,CHENEY CARE COMMUNITY,1989-09-01,NA,NA,NA,NA,NA,NA,NA,Y,NA,N,N,N,None,Yes,2,NA,2,NA,5,NA,4,NA,5,NA,1,24,NA,NA,3.20775,0.79474,0.49239,1.28713,4.49488,4.06924,0.2891,0.0603,52.3,NA,44.4,NA,0,NA,1.82204,1.3189,3.03754,1.14502,0.89387,5.07642,4.48954,2.4188,0.59928,0.37129,3.38936,3.06841,2024-06-05,21,12,9,100,1,0,100,2023-05-11,26,12,15,339,1,0,339,159.75,5,14,4,3,205055.5,0,3,"2219 NORTH 6TH STREET,CHENEY,WA,99004",47.501,-117.58,NA,2025-07-01
505347,THE OAKS AT LAKEWOOD,11411 BRIDGEPORT WAY,TACOMA,WA,98499,2535819002,260,Pierce,For profit - Limited Liability company,80,68.9,NA,Medicare and Medicaid,N,AMERICAN LAKE HEALTHCARE INC,1989-07-26,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,4,NA,2,NA,NA,NA,2.40421,1.35722,0.3834,1.74062,4.14483,3.51141,0.30089,0.16844,38.7,NA,60,NA,1,NA,1.48529,1.07514,2.47613,0.93339,0.72866,4.13819,3.65978,2.22392,1.25544,0.35465,3.83402,3.24809,2024-10-22,14,14,0,60,1,0,60,2023-12-08,12,11,2,56,1,0,56,59,1,2,NA,0,0,1,1,"11411 BRIDGEPORT WAY,TACOMA,WA,98499",47.1536,-122.5,NA,2025-07-01
505348,GOOD SAMARITAN HEALTH CARE CTR,702 NORTH 16TH AVENUE,YAKIMA,WA,98902,5092485320,380,Yakima,For profit - Corporation,105,89,NA,Medicare and Medicaid,N,BD YAKIMA I LLC,1989-09-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,N,N,N,Resident,Yes,3,NA,4,NA,3,NA,2,NA,4,NA,1,25,25,6,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,14.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-07,9,7,2,44,1,0,44,2023-08-15,16,14,3,84,1,0,84,54,1,5,1,0,0,0,0,"702 NORTH 16TH AVENUE,YAKIMA,WA,98902",46.6094,-120.53,NA,2025-07-01
505349,WILLAPA HARBOR CARE,1100 JACKSON STREET,RAYMOND,WA,98577,3609422424,240,Pacific,For profit - Corporation,60,41.6,NA,Medicare and Medicaid,N,WILLAPA NURSING & REHAB LLC,1989-09-01,CALDERA CARE,97,17,2.3,2,2.8,3.7,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,5,NA,4,NA,4,NA,NA,NA,2.49744,0.46619,0.85825,1.32444,3.82188,3.41732,0.7557,0.02271,36.4,NA,NA,27,1,NA,1.47446,1.06731,2.45809,0.92659,0.72335,4.10803,3.63311,2.32712,0.4344,0.79971,3.56123,3.18427,2024-07-24,7,7,0,32,1,0,32,2023-08-09,13,12,1,56,1,0,56,38,0,1,0,0,0,0,0,"1100 JACKSON STREET,RAYMOND,WA,98577",46.676,-123.75,NA,2025-07-01
505350,REGENCY CARE CENTER AT MONROE,1355 WEST MAIN STREET,MONROE,WA,98272,3607944011,300,Snohomish,For profit - Corporation,92,75.8,NA,Medicare and Medicaid,N,BD MONROE I LLC,1989-10-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,3,NA,2,NA,4,NA,5,NA,NA,NA,2.4865,0.79865,0.78894,1.5876,4.0741,3.65283,0.49555,0.07879,38.2,NA,29.4,NA,0,NA,1.20639,0.87326,2.01118,0.75813,0.59184,3.36114,2.97256,2.83178,0.90956,0.8985,4.63983,4.16007,2024-02-26,9,9,0,68,1,0,68,2022-10-04,11,9,2,60,1,0,60,66,1,1,0,0,0,0,0,"1355 WEST MAIN STREET,MONROE,WA,98272",47.8508,-121.99,NA,2025-07-01
505351,ARLINGTON HEALTH AND REHABILITATION,620 SOUTH HAZEL STREET,ARLINGTON,WA,98223,3604038247,300,Snohomish,For profit - Limited Liability company,76,52.1,NA,Medicare and Medicaid,N,CLAY & DAVIS DEVELOPMENT LLC,1989-10-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,Y,N,N,Resident,Yes,2,NA,2,NA,4,NA,4,NA,3,NA,4,NA,NA,NA,2.58042,1.12595,0.6941,1.82005,4.40047,3.58243,0.57607,0.08622,40.4,NA,50,NA,0,NA,1.46973,1.06388,2.4502100000000002,0.92362,0.72103,4.09485,3.62146,2.41218,1.05254,0.64885,4.11357,3.34886,2025-02-05,20,16,6,199,1,0,199,2024-01-12,6,4,2,40,1,0,40,159.25,4,3,0,3,208978.46,0,3,"620 SOUTH HAZEL STREET,ARLINGTON,WA,98223",48.1869,-122.13,NA,2025-07-01
505355,AUBURN POST ACUTE,414 - 17TH SOUTHEAST,AUBURN,WA,98002,2538331740,160,King,For profit - Limited Liability company,96,75.2,NA,Medicare and Medicaid,N,FORT EBEY HOLDINGS LLC,1989-11-01,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,N,Resident,Yes,1,NA,1,NA,2,NA,1,NA,2,NA,3,NA,NA,NA,2.25624,0.87162,0.52046,1.39208,3.64832,2.95113,0.36799,0.02521,65.2,NA,54.5,NA,1,NA,1.2498,0.90469,2.08356,0.78541,0.61314,3.48211,3.07955,2.48028,0.95817,0.57214,4.01059,3.24417,2025-01-31,21,18,4,120,1,0,120,2023-09-28,65,44,23,753,1,0,753,278.25,21,17,0,7,489923.72,0,7,"414 - 17TH SOUTHEAST,AUBURN,WA,98002",47.2936,-122.22,NA,2025-07-01
505361,AMERICANA HEALTH & REHAB CTR,917 7TH AVENUE,LONGVIEW,WA,98632,3604255910,070,Cowlitz,For profit - Corporation,74,48.6,NA,Medicare and Medicaid,N,"AMERICANA SNF OPERATIONS, LLC",1990-01-01,EMPRES OPERATED BY EVERGREEN,665,39,2.5,2.4,3.3,3.1,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,3,NA,1,NA,4,NA,3,NA,NA,NA,2.21253,1.00572,0.56888,1.5746,3.78713,3.18967,0.27188,0,32.1,NA,33.3,NA,0,NA,1.40727,1.01867,2.34608,0.88437,0.69039,3.92084,3.46756,2.16007,0.98188,0.55539,3.69733,3.11404,2024-12-17,7,7,0,44,1,0,44,2024-01-11,8,3,5,48,1,0,48,45,2,1,0,0,0,0,0,"917 7TH AVENUE,LONGVIEW,WA,98632",46.129,-122.93,NA,2025-07-01
505362,VIEW RIDGE CARE CENTER,5129 HILLTOP ROAD,EVERETT,WA,98203,4252584474,300,Snohomish,For profit - Limited Liability company,70,52.3,NA,Medicare and Medicaid,N,VIEW RIDGE CARE CENTER LLC,1989-12-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,3,NA,5,NA,2,NA,NA,NA,3.05409,1.31721,0.62987,1.94708,5.00117,4.37257,0.50793,0.09222,50,NA,78.6,NA,1,NA,1.87217,1.3552,3.12112,1.17652,0.91846,5.21611,4.61308,2.24126,0.96664,0.46224,3.67014,3.20884,2024-08-30,11,11,0,60,1,0,60,2023-05-11,4,4,0,28,1,0,28,52,0,0,0,0,0,0,0,"5129 HILLTOP ROAD,EVERETT,WA,98203",47.9501,-122.23,NA,2025-07-01
505367,WILLOW SPRINGS CARE AND REHABILITATION,4007 TIETON DRIVE,YAKIMA,WA,98908,5099664500,380,Yakima,For profit - Corporation,75,56.6,NA,Medicare and Medicaid,N,WILLOW SPRINGS CARE,1990-06-01,HYATT FAMILY FACILITIES,276,5,2.4,2.4,3.2,3.4,N,NA,N,N,N,Both,Yes,3,NA,3,NA,2,NA,1,NA,2,NA,2,NA,NA,NA,2.63001,0.81597,0.54228,1.35825,3.98826,3.27839,0.70065,0.1011,43.8,NA,61.5,NA,1,NA,1.49069,1.07906,2.48515,0.93679,0.73131,4.15326,3.67311,2.42397,0.75204,0.49979,3.6758,3.02155,2024-09-10,8,6,2,48,1,0,48,2023-07-22,24,23,1,227,1,0,227,92.75,0,5,0,3,65447.99,0,3,"4007 TIETON DRIVE,YAKIMA,WA,98908",46.593,-120.61,NA,2025-07-01
505369,REGENCY AT NORTHPOINTE,1224 EAST WESTVIEW COURT,SPOKANE,WA,99218,5094658800,310,Spokane,For profit - Corporation,120,88,NA,Medicare and Medicaid,N,BD SPOKANE I LLC,1990-08-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,Y,NA,N,N,N,Resident,Yes,3,NA,4,NA,4,NA,3,NA,5,NA,1,25,25,6,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,22.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-27,12,11,1,76,1,0,76,2023-04-28,3,2,1,12,1,0,12,60,1,6,1,0,0,0,0,"1224 EAST WESTVIEW COURT,SPOKANE,WA,99218",47.7457,-117.39,NA,2025-07-01
505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2702 S ELY ST,KENNEWICK,WA,99337,5095825900,020,Benton,For profit - Corporation,53,49,NA,Medicare and Medicaid,N,MBB KENNEWICK LLC,1990-09-01,REGENCY PACIFIC MANAGEMENT,442,27,3.4,3.4,3.5,3.4,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,4,NA,3,NA,5,NA,5,NA,NA,NA,2.89556,0.49319,1.48699,1.98019,4.87575,3.77427,0.83239,0.24559,38.6,NA,23.5,NA,0,NA,1.41512,1.02435,2.35916,0.8893,0.69424,3.9427,3.4869,2.81123,0.47883,1.44369,4.73374,3.66435,2025-04-10,5,3,2,56,1,0,56,2024-05-13,2,1,1,24,1,0,24,48,3,0,0,2,18219.5,0,2,"2702 S ELY ST,KENNEWICK,WA,99337",46.1828,-119.16,NA,2025-07-01
505373,SOUTH CREEK POST ACUTE,917 SOUTH SCHEUBER ROAD,CENTRALIA,WA,98531,3607369384,200,Lewis,For profit - Limited Liability company,128,107.8,NA,Medicare and Medicaid,N,CARE CENTER CENTRALIA INC,1991-04-01,PRESTIGE CARE,417,23,2.7,2.7,3.2,3.6,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,4,NA,3,NA,2,NA,NA,NA,2.17099,0.98778,0.61933,1.60711,3.77811,3.28011,0.36477,0.10596,59.8,NA,61.1,NA,1,NA,1.44162,1.04354,2.40335,0.90596,0.70724,4.01654,3.5522,2.06902,0.94138,0.59024,3.60064,3.12603,2025-04-11,19,13,6,76,1,0,76,2024-05-24,15,5,10,76,1,0,76,76,7,10,NA,0,0,0,0,"917 SOUTH SCHEUBER ROAD,CENTRALIA,WA,98531",46.7122,-122.99,NA,2025-07-01
